Subject,Method,Accuracy,Precision,Recall,F1 Score,Fold
subject90097732,Sadeh,0.7966963151207116,0.7131782945736435,0.968421052631579,0.8214285714285715,0
subject90097732,Cole-Kripke,0.7064803049555273,0.6223316912972086,0.9973684210526316,0.7664307381193124,0
subject90097833,Sadeh,0.7030784508440914,0.6489226869455006,0.9588014981273408,0.7739984882842025,0
subject90097833,Cole-Kripke,0.6117179741807348,0.5781420765027322,0.9906367041198502,0.7301587301587301,0
subject90100212,Sadeh,0.7164319248826291,0.6333754740834386,0.9766081871345029,0.7684049079754601,0
subject90100212,Cole-Kripke,0.6394366197183099,0.5722284434490481,0.9961013645224172,0.7268847795163584,0
subject90100818,Sadeh,0.8491879350348028,0.7863720073664825,0.9682539682539683,0.8678861788617886,1
subject90100818,Cole-Kripke,0.7842227378190255,0.706645056726094,0.9886621315192744,0.8241965973534972,1
subject90101819,Sadeh,0.6978978978978979,0.5099403578528827,0.9808795411089866,0.6710268149117069,1
subject90101819,Cole-Kripke,0.5885885885885885,0.43272425249169433,0.9961759082217974,0.603358425014476,1
subject90105722,Sadeh,0.9275510204081633,0.9096774193548387,0.9358407079646017,0.9225736095965102,1
subject90105722,Cole-Kripke,0.8948979591836734,0.8261682242990654,0.9778761061946902,0.8956433637284702,1
subject90108927,Sadeh,0.8590544157002676,0.738819320214669,0.971764705882353,0.839430894308943,1
subject90108927,Cole-Kripke,0.7430865298840321,0.5971631205673759,0.9905882352941177,0.7451327433628319,1
subject90110314,Sadeh,0.8344283837056504,0.7810650887573964,0.9635036496350365,0.8627450980392157,1
subject90110314,Cole-Kripke,0.7792378449408672,0.7150442477876107,0.9829683698296837,0.8278688524590163,1
subject90110920,Sadeh,0.7421686746987952,0.6853035143769968,0.9618834080717489,0.8003731343283582,1
subject90110920,Cole-Kripke,0.6939759036144578,0.6445783132530121,0.9596412556053812,0.7711711711711711,1
subject90115824,Sadeh,0.8189216683621566,0.731629392971246,0.9786324786324786,0.8372943327239488,1
subject90115824,Cole-Kripke,0.7141403865717192,0.6272108843537415,0.9850427350427351,0.7664172901080631,1
subject90120719,Sadeh,0.7135135135135136,0.4203480589022758,0.8770949720670391,0.5683257918552036,1
subject90120719,Cole-Kripke,0.6018018018018018,0.34196891191709844,0.9217877094972067,0.49886621315192736,1
subject90121316,Sadeh,0.5356828193832599,0.42981501632208924,0.992462311557789,0.5998481397114654,1
subject90121316,Cole-Kripke,0.5013215859030837,0.4126819126819127,0.9974874371859297,0.5838235294117646,1
subject90121821,Sadeh,0.7615615615615615,0.5618811881188119,0.9134808853118712,0.6957854406130268,1
subject90121821,Cole-Kripke,0.6486486486486487,0.4576107899807322,0.9557344064386318,0.6188925081433225,1
subject90122317,Sadeh,0.6645454545454546,0.5559701492537313,0.9738562091503268,0.7078384798099763,1
subject90122317,Cole-Kripke,0.5963636363636363,0.5083986562150056,0.9891067538126361,0.6715976331360946,1
subject90126624,Sadeh,0.9146567717996289,0.8088235294117647,0.9974093264248705,0.8932714617169373,1
subject90126624,Cole-Kripke,0.7810760667903525,0.6205787781350482,1.0,0.7658730158730159,1
subject90127322,Sadeh,0.8665395614871306,0.7955326460481099,0.9566115702479339,0.8686679174484053,1
subject90127322,Cole-Kripke,0.7702573879885606,0.6718528995756718,0.981404958677686,0.797649034424853,1
subject90131923,Sadeh,0.8420123565754634,0.747093023255814,0.9903660886319846,0.8516984258492131,1
subject90131923,Cole-Kripke,0.7255075022065314,0.6265206812652068,0.9922928709055877,0.768083519761372,1
subject90137323,Sadeh,0.6555269922879178,0.6172465960665658,0.9645390070921985,0.7527675276752769,1
subject90137323,Cole-Kripke,0.6233933161953727,0.5928571428571429,0.9810874704491725,0.7390917186108638,1
subject90138627,Sadeh,0.9271781534460338,0.9611992945326279,0.9412780656303973,0.9511343804537522,1
subject90138627,Cole-Kripke,0.9154746423927178,0.921311475409836,0.9706390328151986,0.9453322119428091,1
subject90139729,Sadeh,0.7636566332218506,0.6792452830188679,0.9818181818181818,0.8029739776951672,1
subject90139729,Cole-Kripke,0.7068004459308808,0.6269727403156384,0.9931818181818182,0.7686895338610378,1
subject90139830,Sadeh,0.7363977485928705,0.6491994177583698,0.9176954732510288,0.7604433077578857,1
subject90139830,Cole-Kripke,0.6425891181988743,0.5637910085054678,0.9547325102880658,0.7089381207028267,1
subject90139931,Sadeh,0.717683557394002,0.6238938053097345,0.9591836734693877,0.7560321715817694,1
subject90139931,Cole-Kripke,0.6825232678386763,0.5902964959568733,0.9931972789115646,0.7404902789518174,1
subject90142521,Sadeh,0.8350970017636684,0.6893542757417103,0.9777227722772277,0.8085977482088024,1
subject90142521,Cole-Kripke,0.7310405643738977,0.57001414427157,0.9975247524752475,0.7254725472547255,1
subject90146121,Sadeh,0.8581818181818182,0.8303249097472925,0.9523809523809523,0.8871745419479268,1
subject90146121,Cole-Kripke,0.7127272727272728,0.6767241379310345,0.9751552795031055,0.7989821882951654,1
subject90147930,Sadeh,0.6393229166666666,0.5738007380073801,0.8711484593837535,0.6918798665183538,1
subject90147930,Cole-Kripke,0.62109375,0.5535714285714286,0.9551820728291317,0.7009249743062693,1
subject90148426,Sadeh,0.793010752688172,0.7889688249400479,0.9228611500701263,0.8506787330316743,1
subject90148426,Cole-Kripke,0.753584229390681,0.7305263157894737,0.9733520336605891,0.8346361996392062,1
subject90151521,Sadeh,0.6928020565552699,0.618421052631579,0.9817232375979112,0.75882946518668,1
subject90151521,Cole-Kripke,0.6619537275064268,0.5934579439252337,0.9947780678851175,0.7434146341463415,1
subject90151824,Sadeh,0.7058125741399762,0.5922165820642978,0.9803921568627451,0.7383966244725739,1
subject90151824,Cole-Kripke,0.6524317912218268,0.5496894409937888,0.9915966386554622,0.7072927072927073,1
subject90155020,Sadeh,0.7571428571428571,0.6725043782837128,1.0,0.8041884816753927,1
subject90155020,Cole-Kripke,0.6155844155844156,0.5647058823529412,1.0,0.7218045112781954,1
subject90158831,Sadeh,0.9457547169811321,0.9172661870503597,1.0,0.9568480300187616,1
subject90158831,Cole-Kripke,0.847877358490566,0.7981220657276995,1.0,0.8877284595300261,1
subject90159731,Sadeh,0.6906906906906907,0.4722222222222222,0.9956616052060737,0.6406140963014655,1
subject90159731,Cole-Kripke,0.5459459459459459,0.3781998348472337,0.9934924078091106,0.5478468899521531,1
subject90162220,Sadeh,0.8466494845360825,0.7923809523809524,0.9765258215962441,0.8748685594111462,1
subject90162220,Cole-Kripke,0.770618556701031,0.7087542087542088,0.9882629107981221,0.8254901960784314,1
subject90164020,Sadeh,0.7189655172413794,0.546742209631728,0.9846938775510204,0.7030965391621129,1
subject90164020,Cole-Kripke,0.6758620689655173,0.5105540897097626,0.9872448979591837,0.6730434782608696,1
subject90165728,Sadeh,0.8412863070539419,0.7061503416856492,0.9281437125748503,0.8020698576972833,1
subject90165728,Cole-Kripke,0.7977178423236515,0.6387225548902196,0.9580838323353293,0.7664670658682634,1
subject90168832,Sadeh,0.685069008782936,0.5808695652173913,0.9709302325581395,0.7268770402611534,1
subject90168832,Cole-Kripke,0.6348808030112923,0.5426731078904992,0.9796511627906976,0.6984455958549223,1
subject90169227,Sadeh,0.896640826873385,0.9283536585365854,0.9485981308411215,0.9383667180277351,1
subject90169227,Cole-Kripke,0.900516795865633,0.9076479076479076,0.9797507788161994,0.9423220973782772,1
subject90169429,Sadeh,0.8965724594107035,0.8166877370417194,0.9598811292719168,0.8825136612021859,1
subject90169429,Cole-Kripke,0.7895369813589898,0.6626384692849949,0.9777117384843982,0.7899159663865546,1
subject90172019,Sadeh,0.7612903225806451,0.6710280373831776,0.9755434782608695,0.7951273532668881,1
subject90172019,Cole-Kripke,0.7316129032258064,0.6398601398601399,0.9945652173913043,0.7787234042553192,1
subject90177327,Sadeh,0.8162583518930958,0.757679180887372,0.9507494646680942,0.8433048433048432,1
subject90177327,Cole-Kripke,0.7728285077951003,0.7057902973395931,0.9657387580299786,0.8155515370705244,1
subject90179632,Sadeh,0.9015240328253223,0.8786231884057971,0.9661354581673307,0.9203036053130931,1
subject90179632,Cole-Kripke,0.8698710433763188,0.8274706867671692,0.9840637450199203,0.8989990900818926,1
subject90181726,Sadeh,0.5531135531135531,0.486646884272997,0.9425287356321839,0.6418786692759295,1
subject90181726,Cole-Kripke,0.5103785103785103,0.4637482900136799,0.9741379310344828,0.6283595922150139,1
subject90182929,Sadeh,0.7644836272040302,0.7019400352733686,0.9567307692307693,0.8097660223804679,1
subject90182929,Cole-Kripke,0.6964735516372796,0.6356589147286822,0.9855769230769231,0.7728557964184731,1
subject90185023,Sadeh,0.7430806257521059,0.5317919075144508,0.9543568464730291,0.6829992576095025,1
subject90185023,Cole-Kripke,0.6161251504211793,0.42921960072595283,0.9813278008298755,0.5972222222222222,1
subject90186327,Sadeh,0.7302325581395349,0.616710875331565,0.9978540772532188,0.7622950819672131,1
subject90186327,Cole-Kripke,0.5627906976744186,0.49786324786324787,1.0,0.6647646219686163,1
subject90186529,Sadeh,0.9182058047493403,0.8679653679653679,0.9975124378109452,0.9282407407407408,1
subject90186529,Cole-Kripke,0.7757255936675461,0.7027972027972028,1.0,0.8254620123203285,1
subject90186933,Sadeh,0.7,0.5744089012517385,0.9582366589327146,0.7182608695652174,1
subject90186933,Cole-Kripke,0.6453703703703704,0.5305343511450382,0.9675174013921114,0.685291700903862,1
subject90187631,Sadeh,0.7831439393939394,0.590339892665474,1.0,0.7424071991001124,1
subject90187631,Cole-Kripke,0.6335227272727273,0.4602510460251046,1.0,0.6303724928366762,1
subject90188632,Sadeh,0.6293018682399213,0.517948717948718,0.9975308641975309,0.6818565400843882,1
subject90188632,Cole-Kripke,0.4886922320550639,0.43783783783783786,1.0,0.6090225563909775,1
subject90189330,Sadeh,0.8936170212765957,0.8576576576576577,0.9774127310061602,0.9136276391554703,2
subject90189330,Cole-Kripke,0.8416075650118203,0.7898193760262726,0.9876796714579056,0.8777372262773723,2
subject90191525,Sadeh,0.7587096774193548,0.7189189189189189,0.9279069767441861,0.8101522842639594,2
subject90191525,Cole-Kripke,0.6709677419354839,0.6386687797147385,0.9372093023255814,0.7596606974552309,2
subject90191626,Sadeh,0.6545924967658473,0.6067073170731707,0.9778869778869779,0.748824082784572,2
subject90191626,Cole-Kripke,0.6183699870633894,0.5804597701149425,0.9926289926289926,0.7325475974614687,2
subject90197531,Sadeh,0.8299632352941176,0.7612612612612613,0.9512195121951219,0.8457047539616347,2
subject90197531,Cole-Kripke,0.7261029411764706,0.6445264452644527,0.9831144465290806,0.7786032689450223,2
subject90198027,Sadeh,0.737,0.671875,0.9791271347248577,0.7969111969111969,2
subject90198027,Cole-Kripke,0.647,0.6004618937644342,0.9867172675521821,0.7465900933237616,2
subject90199735,Sadeh,0.8201701093560145,0.7980456026058632,0.953307392996109,0.8687943262411348,2
subject90199735,Cole-Kripke,0.7739975698663426,0.7477341389728097,0.9630350194552529,0.8418367346938775,2
subject90199836,Sadeh,0.7667071688942891,0.7112299465240641,0.9300699300699301,0.8060606060606059,2
subject90199836,Cole-Kripke,0.707168894289186,0.6501597444089456,0.9487179487179487,0.771563981042654,2
subject90200213,Sadeh,0.7335092348284961,0.6688851913477537,0.9925925925925926,0.7992047713717693,2
subject90200213,Cole-Kripke,0.6662269129287599,0.6162079510703364,0.9950617283950617,0.7610953729933899,2
subject90202013,Sadeh,0.7833935018050542,0.6189655172413793,0.9497354497354498,0.7494780793319414,2
subject90202013,Cole-Kripke,0.6976534296028881,0.5312046444121916,0.9682539682539683,0.6860356138706656,2
subject90202821,Sadeh,0.9654850746268657,0.9524714828897338,0.9766081871345029,0.9643888354186717,2
subject90202821,Cole-Kripke,0.9505597014925373,0.9136690647482014,0.9902534113060428,0.950420954162769,2
subject90204116,Sadeh,0.8715083798882681,0.7924217462932455,0.9756592292089249,0.8745454545454545,2
subject90204116,Cole-Kripke,0.7439478584729982,0.6434210526315789,0.9918864097363083,0.7805267358339983,2
subject90204520,Sadeh,0.693359375,0.53003003003003,0.9971751412429378,0.6921568627450981,2
subject90204520,Cole-Kripke,0.607421875,0.46825396825396826,1.0,0.6378378378378378,2
subject90205824,Sadeh,0.7681432610744581,0.6802096985583224,0.9961612284069098,0.8084112149532711,2
subject90205824,Cole-Kripke,0.7106503298774741,0.6292270531400966,1.0,0.7724240177909564,2
subject90208928,Sadeh,0.5965123271196633,0.428694900605013,0.9802371541501976,0.5965123271196633,2
subject90208928,Cole-Kripke,0.5075165363800361,0.3802601377199694,0.9822134387351779,0.5482625482625484,2
subject90212317,Sadeh,0.9041420118343195,0.8765432098765432,0.9530201342281879,0.9131832797427651,2
subject90212317,Cole-Kripke,0.8733727810650888,0.8183520599250936,0.9776286353467561,0.8909276248725789,2
subject90212418,Sadeh,0.7927927927927928,0.5608108108108109,0.9540229885057471,0.7063829787234043,2
subject90212418,Cole-Kripke,0.7033033033033033,0.46817691477885653,0.9977011494252873,0.6372980910425845,2
subject90213318,Sadeh,0.6432432432432432,0.5369018653690186,0.9664233576642336,0.6903023983315955,2
subject90213318,Cole-Kripke,0.5285285285285285,0.46584699453551914,0.9956204379562044,0.6347138203815728,2
subject90214723,Sadeh,0.8127490039840638,0.7019543973941368,0.9885321100917431,0.820952380952381,2
subject90214723,Cole-Kripke,0.796812749003984,0.6841269841269841,0.9885321100917431,0.8086303939962477,2
subject90217322,Sadeh,0.7986314760508308,0.704647676161919,0.9812108559498957,0.8202443280977312,2
subject90217322,Cole-Kripke,0.7116324535679375,0.6191709844559585,0.9979123173277662,0.7641886490807354,2
subject90218323,Sadeh,0.5931372549019608,0.5037974683544304,0.9453681710213777,0.657308009909166,2
subject90218323,Cole-Kripke,0.49019607843137253,0.4464864864864865,0.9809976247030879,0.613670133729569,2
subject90222419,Sadeh,0.6930930930930931,0.46938775510204084,0.9625550660792952,0.6310469314079422,2
subject90222419,Cole-Kripke,0.5519519519519519,0.376271186440678,0.9779735682819384,0.5434516523867808,2
subject90225826,Sadeh,0.7195496417604913,0.5837173579109063,0.9921671018276762,0.7350096711798838,2
subject90225826,Cole-Kripke,0.5772773797338793,0.4811083123425693,0.9973890339425587,0.64910790144435,2
subject90232016,Sadeh,0.7748756218905473,0.7203125,0.9956803455723542,0.8359020852221214,2
subject90232016,Cole-Kripke,0.681592039800995,0.6439499304589708,1.0,0.7834179357021995,2
subject90232824,Sadeh,0.9330708661417323,0.941747572815534,0.9349397590361446,0.9383313180169287,2
subject90232824,Cole-Kripke,0.7847769028871391,0.7294332723948812,0.9614457831325302,0.8295218295218295,2
subject90232925,Sadeh,0.9525691699604744,0.9429590017825312,0.9924953095684803,0.9670932358318098,2
subject90232925,Cole-Kripke,0.9235836627140975,0.9032258064516129,0.99812382739212,0.9483065953654188,2
subject90234725,Sadeh,0.7127659574468085,0.5803571428571429,0.975975975975976,0.7278835386338186,2
subject90234725,Cole-Kripke,0.6382978723404256,0.521259842519685,0.993993993993994,0.6838842975206612,2
subject90237122,Sadeh,0.8238123872519543,0.6523297491039427,0.9963503649635036,0.788447653429603,2
subject90237122,Cole-Kripke,0.6987372218881539,0.5224450811843362,0.9981751824817519,0.6858934169278996,2
subject90237728,Sadeh,0.7712287712287712,0.6978723404255319,0.968503937007874,0.8112118713932399,2
subject90237728,Cole-Kripke,0.7292707292707292,0.6549019607843137,0.9862204724409449,0.7871170463472115,2
subject90239124,Sadeh,0.7174571140262361,0.5993537964458805,0.9205955334987593,0.7260273972602741,2
subject90239124,Cole-Kripke,0.5802219979818365,0.4918851435705368,0.9776674937965261,0.654485049833887,2
subject90242017,Sadeh,0.5621621621621622,0.3494967978042086,0.955,0.5117213663764233,2
subject90242017,Cole-Kripke,0.4810810810810811,0.3135048231511254,0.975,0.4744525547445255,2
subject90243321,Sadeh,0.8032220943613348,0.7099236641221374,0.9514066496163683,0.8131147540983606,2
subject90243321,Cole-Kripke,0.7111622554660529,0.609717868338558,0.9948849104859335,0.7560738581146744,2
subject90243523,Sadeh,0.3875,0.3203342618384401,0.9913793103448276,0.4842105263157894,2
subject90243523,Cole-Kripke,0.31,0.29565772669220947,0.9978448275862069,0.4561576354679804,2
subject90244221,Sadeh,0.677496991576414,0.504233301975541,0.9834862385321101,0.6666666666666667,2
subject90244221,Cole-Kripke,0.4963898916967509,0.3931185944363104,0.9853211009174312,0.5620094191522763,2
subject90246021,Sadeh,0.7847157502329916,0.7201166180758017,0.926829268292683,0.8105004101722724,2
subject90246021,Cole-Kripke,0.7287977632805219,0.6516290726817042,0.975609756097561,0.7813673929376408,2
subject90246223,Sadeh,0.9468479604449939,0.9917864476386037,0.9252873563218391,0.9573835480673935,2
subject90246223,Cole-Kripke,0.9283065512978986,0.9360902255639098,0.9540229885057471,0.9449715370018975,2
subject90246728,Sadeh,0.6831566548881036,0.6263888888888889,1.0,0.7702818104184458,2
subject90246728,Cole-Kripke,0.6537102473498233,0.6053691275167785,1.0,0.7541806020066889,2
subject90248326,Sadeh,0.8787610619469026,0.7910714285714285,0.9568034557235421,0.8660801564027371,2
subject90248326,Cole-Kripke,0.7982300884955752,0.6766917293233082,0.9719222462203023,0.7978723404255319,2
subject90249024,Sadeh,0.6924924924924925,0.49634273772204807,0.9405940594059405,0.6497948016415869,2
subject90249024,Cole-Kripke,0.621021021021021,0.44395017793594305,0.9881188118811881,0.612645794966237,2
subject90251017,Sadeh,0.6796296296296296,0.5396341463414634,0.8894472361809045,0.6717267552182163,2
subject90251017,Cole-Kripke,0.6231481481481481,0.49411764705882355,0.949748743718593,0.650042992261393,2
subject90251623,Sadeh,0.8051341890315052,0.7277397260273972,0.9815242494226328,0.8357915437561455,2
subject90251623,Cole-Kripke,0.7129521586931156,0.6377025036818851,1.0,0.7787769784172661,2
subject90253423,Sadeh,0.7384007897334649,0.6528925619834711,0.973305954825462,0.7815333882934874,2
subject90253423,Cole-Kripke,0.6771964461994077,0.6015228426395939,0.973305954825462,0.7435294117647059,2
subject90255223,Sadeh,0.75,0.65,0.959731543624161,0.7750677506775067,2
subject90255223,Cole-Kripke,0.678714859437751,0.5850066934404283,0.9776286353467561,0.7319932998324957,2
subject90258630,Sadeh,0.7661290322580645,0.6924315619967794,0.9728506787330317,0.8090310442144872,2
subject90258630,Cole-Kripke,0.6682027649769585,0.6081460674157303,0.9796380090497737,0.7504332755632581,2
subject90259429,Sadeh,0.928709055876686,0.8502024291497976,1.0,0.9190371991247265,2
subject90259429,Cole-Kripke,0.8680154142581888,0.7540394973070018,1.0,0.8597748208802456,2
subject90264425,Sadeh,0.8286674132138858,0.7621621621621621,0.9527027027027027,0.8468468468468467,2
subject90264425,Cole-Kripke,0.7581187010078387,0.6770186335403726,0.9819819819819819,0.801470588235294,2
subject90266932,Sadeh,0.8680947012401353,0.7782258064516129,0.9821882951653944,0.8683914510686164,3
subject90266932,Cole-Kripke,0.790304396843292,0.6831858407079646,0.9821882951653944,0.8058455114822547,3
subject90267933,Sadeh,0.6925098554533509,0.6127946127946128,0.9891304347826086,0.7567567567567568,3
subject90267933,Cole-Kripke,0.6084099868593955,0.552710843373494,0.9972826086956522,0.7112403100775193,3
subject90271726,Sadeh,0.7665330661322646,0.6772793053545586,0.9790794979079498,0.8006843455945252,3
subject90271726,Cole-Kripke,0.7214428857715431,0.6329787234042553,0.99581589958159,0.7739837398373984,3
subject90278733,Sadeh,0.8367609254498715,0.7579617834394905,0.9648648648648649,0.8489892984542211,3
subject90278733,Cole-Kripke,0.7210796915167095,0.6325823223570191,0.9864864864864865,0.7708553326293559,3
subject90279027,Sadeh,0.6366366366366366,0.4961306964746346,0.9681208053691275,0.6560545764639,3
subject90279027,Cole-Kripke,0.5423423423423424,0.43796711509715996,0.9832214765100671,0.6059979317476732,3
subject90285933,Sadeh,0.9286608260325406,0.9254545454545454,0.9695238095238096,0.9469767441860465,3
subject90285933,Cole-Kripke,0.8322903629536921,0.8049921996879875,0.9828571428571429,0.8850771869639794,3
subject90286025,Sadeh,0.5400801603206413,0.49502487562189057,0.8824833702882483,0.6342629482071713,3
subject90286025,Cole-Kripke,0.5180360721442886,0.4827586206896552,0.9312638580931264,0.6358819076457229,3
subject90287935,Sadeh,0.5904306220095694,0.5793184488836662,0.8756660746003553,0.6973125884016973,3
subject90287935,Cole-Kripke,0.5511961722488038,0.5498938428874734,0.9200710479573713,0.6883720930232557,3
subject90288532,Sadeh,0.788135593220339,0.7167300380228137,0.9354838709677419,0.8116254036598494,3
subject90288532,Cole-Kripke,0.7203389830508474,0.6396103896103896,0.9776674937965261,0.7733071638861629,3
subject90294226,Sadeh,0.7366447985004686,0.5648,0.9751381215469613,0.7152988855116515,3
subject90294226,Cole-Kripke,0.5688847235238987,0.4400977995110024,0.994475138121547,0.6101694915254237,3
subject90299837,Sadeh,0.8813559322033898,0.8421955403087479,0.9742063492063492,0.9034038638454462,3
subject90299837,Cole-Kripke,0.7785310734463277,0.7244897959183674,0.9861111111111112,0.8352941176470589,3
subject90301316,Sadeh,0.761012183692596,0.6976439790575916,0.9569120287253142,0.8069644208932626,3
subject90301316,Cole-Kripke,0.7085285848172446,0.6443661971830986,0.9856373429084381,0.7792760823278921,3
subject90301821,Sadeh,0.7196428571428571,0.6415525114155252,1.0,0.7816411682892908,3
subject90301821,Cole-Kripke,0.6848214285714286,0.614207650273224,1.0,0.7610020311442112,3
subject90302822,Sadeh,0.6903153153153153,0.6814449917898193,0.8366935483870968,0.7511312217194569,3
subject90302822,Cole-Kripke,0.7331081081081081,0.6935724962630793,0.9354838709677419,0.7965665236051502,3
subject90304521,Sadeh,0.7298624754420432,0.6033434650455927,0.9659367396593674,0.7427502338634238,3
subject90304521,Cole-Kripke,0.6738703339882122,0.5544827586206896,0.9781021897810219,0.7077464788732395,3
subject90304925,Sadeh,0.5568627450980392,0.4341279799247177,0.9971181556195965,0.6048951048951048,3
subject90304925,Cole-Kripke,0.4372549019607843,0.3764961915125136,0.9971181556195965,0.5466034755134281,3
subject90305017,Sadeh,0.6461961503208066,0.5668571428571428,0.9860834990059643,0.7198838896952104,3
subject90305017,Cole-Kripke,0.5792850595783685,0.5230607966457023,0.9920477137176938,0.6849691146190802,3
subject90312015,Sadeh,0.7339667458432304,0.5895833333333333,0.9129032258064517,0.7164556962025318,3
subject90312015,Cole-Kripke,0.6330166270783848,0.5008605851979346,0.9387096774193548,0.6531986531986532,3
subject90319123,Sadeh,0.7724750277469479,0.6473684210526316,0.9892761394101877,0.782608695652174,3
subject90319123,Cole-Kripke,0.6481687014428413,0.5409356725146199,0.9919571045576407,0.7000946073793756,3
subject90319224,Sadeh,0.672289156626506,0.4967462039045553,0.8513011152416357,0.6273972602739726,3
subject90319224,Cole-Kripke,0.5831325301204819,0.4329268292682927,0.9237918215613383,0.5895610913404508,3
subject90320923,Sadeh,0.9294990723562152,0.8836065573770492,0.9908088235294118,0.9341421143847487,3
subject90320923,Cole-Kripke,0.8775510204081632,0.8047337278106509,1.0,0.8918032786885245,3
subject90322622,Sadeh,0.8801742919389978,0.8300395256916996,0.9459459459459459,0.8842105263157894,3
subject90322622,Cole-Kripke,0.8191721132897604,0.735593220338983,0.9774774774774775,0.839458413926499,3
subject90323421,Sadeh,0.5881619937694704,0.43089430894308944,0.9389763779527559,0.5907120743034057,3
subject90323421,Cole-Kripke,0.5077881619937694,0.3891509433962264,0.9744094488188977,0.5561797752808989,3
subject90324220,Sadeh,0.9106002554278416,0.8673076923076923,0.9977876106194691,0.9279835390946503,3
subject90324220,Cole-Kripke,0.8237547892720306,0.7661016949152543,1.0,0.8675623800383878,3
subject90325423,Sadeh,0.8365019011406845,0.7582938388625592,0.9619238476953907,0.8480565371024735,3
subject90325423,Cole-Kripke,0.7699619771863118,0.6797202797202797,0.9739478957915831,0.800658978583196,3
subject90326929,Sadeh,0.7848557692307693,0.6341463414634146,0.9787234042553191,0.7696267696267697,3
subject90326929,Cole-Kripke,0.7319711538461539,0.5790987535953979,0.9885433715220949,0.7303506650544136,3
