Subject,Method,Accuracy,Precision,Recall,F1 Score,Fold
subject90584632,Cole-Kripke,0.6060903732809431,0.5177045177045178,0.986046511627907,0.678943154523619,5
subject90588939,Sadeh,0.7832402234636872,0.7258620689655172,0.9232456140350878,0.8127413127413128,5
subject90588939,Cole-Kripke,0.7240223463687151,0.6610169491525424,0.9407894736842105,0.7764705882352941,5
subject90590326,Sadeh,0.5102533172496985,0.3575418994413408,0.9846153846153847,0.5245901639344263,5
subject90590326,Cole-Kripke,0.3986731001206273,0.31310344827586206,0.9978021978021978,0.4766404199475065,5
subject90597737,Sadeh,0.8971486761710794,0.8293135435992579,0.9802631578947368,0.8984924623115578,5
subject90597737,Cole-Kripke,0.7617107942973523,0.6622807017543859,0.993421052631579,0.7947368421052631,5
subject90620421,Sadeh,0.8739693757361602,0.8795180722891566,0.9030927835051547,0.8911495422177009,5
subject90620421,Cole-Kripke,0.806831566548881,0.7601296596434359,0.9670103092783505,0.851179673321234,5
subject90620825,Sadeh,0.6522522522522523,0.4429460580912863,0.9104477611940298,0.5959525471039777,5
subject90620825,Cole-Kripke,0.5573573573573574,0.3834782608695652,0.9402985074626866,0.544780728844966,5
subject90643022,Sadeh,0.8587570621468926,0.8389057750759878,0.9667250437828371,0.8982912937347436,5
subject90643022,Cole-Kripke,0.7796610169491526,0.7533692722371967,0.978984238178634,0.8514851485148515,5
subject90644528,Sadeh,0.8646706586826347,0.863716814159292,0.9312977099236641,0.8962350780532597,5
subject90644528,Cole-Kripke,0.792814371257485,0.7712519319938176,0.9522900763358778,0.8522630230572161,5
subject90652527,Sadeh,0.730817610062893,0.6977099236641221,0.9661733615221987,0.8102836879432623,5
subject90652527,Cole-Kripke,0.6641509433962264,0.6399456521739131,0.9957716701902748,0.7791563275434243,5
subject90654125,Sadeh,0.795131845841785,0.726207906295754,0.9706457925636007,0.830820770519263,5
subject90654125,Cole-Kripke,0.691683569979716,0.630188679245283,0.9804305283757339,0.7672281776416539,5
subject90654226,Sadeh,0.8453237410071942,0.7661141804788214,0.9952153110047847,0.86576482830385,5
subject90654226,Cole-Kripke,0.7781774580335732,0.693200663349917,1.0,0.8188050930460332,5
subject90656834,Sadeh,0.7699784017278618,0.7062068965517241,1.0,0.8278092158447857,5
subject90656834,Cole-Kripke,0.6641468682505399,0.6221142162818954,1.0,0.7670411985018727,5
subject90663125,Sadeh,0.8308457711442786,0.7773722627737226,0.9681818181818181,0.8623481781376519,5
subject90663125,Cole-Kripke,0.7512437810945274,0.6929260450160771,0.9795454545454545,0.8116760828625236,5
subject90673833,Sadeh,0.8341463414634146,0.8039867109634552,0.9029850746268657,0.8506151142355008,5
subject90673833,Cole-Kripke,0.7795121951219512,0.7246376811594203,0.9328358208955224,0.8156606851549756,5
subject90678636,Sadeh,0.7200402819738168,0.6152777777777778,0.9977477477477478,0.761168384879725,6
subject90678636,Cole-Kripke,0.5699899295065458,0.5097588978185993,1.0,0.6752851711026616,6
subject90683531,Sadeh,0.6474442988204456,0.5814332247557004,0.967479674796748,0.7263479145473042,6
subject90683531,Cole-Kripke,0.6081258191349934,0.5533536585365854,0.983739837398374,0.7082926829268292,6
subject90683733,Sadeh,0.9187096774193548,0.9555873925501432,0.9542203147353362,0.9549033643521834,6
subject90683733,Cole-Kripke,0.9070967741935484,0.9336099585062241,0.9656652360515021,0.9493670886075949,6
subject90683834,Sadeh,0.624633431085044,0.5275288092189501,0.9648711943793911,0.6821192052980132,6
subject90683834,Cole-Kripke,0.5425219941348973,0.4768361581920904,0.9882903981264637,0.6432926829268293,6
subject90699437,Sadeh,0.8095238095238095,0.7526595744680851,0.9691780821917808,0.8473053892215568,6
subject90699437,Cole-Kripke,0.7600373482726424,0.7001223990208079,0.9794520547945206,0.8165596002855103,6
subject90705728,Sadeh,0.897172236503856,0.8703007518796992,0.9767932489451476,0.9204771371769384,6
subject90705728,Cole-Kripke,0.7557840616966581,0.7145015105740181,0.9978902953586498,0.8327464788732395,6
subject90720220,Sadeh,0.7573170731707317,0.7153614457831325,0.979381443298969,0.8268059181897301,6
subject90720220,Cole-Kripke,0.6902439024390243,0.6588720770288858,0.9876288659793815,0.7904290429042905,6
subject90726832,Sadeh,0.764525993883792,0.6367924528301887,1.0,0.7780979827089337,6
subject90726832,Cole-Kripke,0.6483180428134556,0.54,1.0,0.7012987012987013,6
subject90730524,Sadeh,0.7811004784688995,0.6679245283018868,0.9806094182825484,0.7946127946127945,6
subject90730524,Cole-Kripke,0.6638755980861244,0.5625,0.997229916897507,0.7192807192807192,6
subject90733022,Sadeh,0.8327731092436975,0.7676240208877284,0.9655172413793104,0.8552727272727273,6
subject90733022,Cole-Kripke,0.7605042016806722,0.6866359447004609,0.9786535303776683,0.8070412999322951,6
subject90735024,Sadeh,0.6203346203346203,0.548951048951049,0.8945868945868946,0.6803900325027087,6
subject90735024,Cole-Kripke,0.5817245817245817,0.5195783132530121,0.9829059829059829,0.6798029556650247,6
subject90749231,Sadeh,0.8261633011413521,0.72,0.9818181818181818,0.8307692307692308,6
subject90749231,Cole-Kripke,0.746268656716418,0.632051282051282,0.9959595959595959,0.7733333333333333,6
subject90749837,Sadeh,0.8173374613003096,0.7058823529411765,0.995260663507109,0.8259587020648967,6
subject90749837,Cole-Kripke,0.6790505675954592,0.5761316872427984,0.995260663507109,0.7298001737619463,6
subject90762428,Sadeh,0.8595578673602081,0.8390151515151515,0.9506437768240343,0.8913480885311872,6
subject90762428,Cole-Kripke,0.8374512353706112,0.7934595524956971,0.9892703862660944,0.880611270296084,6
subject90764935,Sadeh,0.8158508158508159,0.7592267135325131,0.9536423841059603,0.8454011741682975,6
subject90764935,Cole-Kripke,0.7750582750582751,0.7044025157232704,0.9889624724061811,0.82277318640955,6
subject90774936,Sadeh,0.7769516728624535,0.6482861400894188,0.9908883826879271,0.7837837837837838,6
subject90774936,Cole-Kripke,0.6338289962825279,0.5272067714631197,0.9931662870159453,0.688783570300158,6
subject90776736,Sadeh,0.6432637571157496,0.5978260869565217,0.9200743494423792,0.7247437774524158,6
subject90776736,Cole-Kripke,0.6148007590132827,0.5741573033707865,0.949814126394052,0.7156862745098039,6
subject90783431,Sadeh,0.8362745098039216,0.8036890645586298,0.9713375796178344,0.8795962509012256,6
subject90783431,Cole-Kripke,0.7725490196078432,0.737410071942446,0.9792993630573248,0.841313269493844,6
subject90783936,Sadeh,0.7569974554707379,0.7170138888888888,0.9365079365079365,0.8121927236971483,6
subject90783936,Cole-Kripke,0.7048346055979644,0.6672,0.9455782312925171,0.7823639774859287,6
subject90787738,Sadeh,0.8968058968058968,0.854043392504931,0.9774266365688488,0.911578947368421,6
subject90787738,Cole-Kripke,0.8415233415233415,0.7783687943262412,0.9909706546275395,0.871896722939424,6
subject90792229,Sadeh,0.8108597285067873,0.8061926605504587,0.946164199192463,0.8705882352941177,6
subject90792229,Cole-Kripke,0.788235294117647,0.7745415318230853,0.9663526244952894,0.8598802395209582,6
subject90794029,Sadeh,0.8929503916449086,0.868020304568528,0.9193548387096774,0.8929503916449086,6
subject90794029,Cole-Kripke,0.7297650130548303,0.6491862567811935,0.9650537634408602,0.7762162162162162,6
subject90812929,Sadeh,0.8406658739595719,0.7050691244239631,0.9807692307692307,0.8203753351206433,6
subject90812929,Cole-Kripke,0.7871581450653984,0.6365503080082136,0.9935897435897436,0.7759699624530664,6
subject90818632,Sadeh,0.8426294820717132,0.7818181818181819,0.9735849056603774,0.8672268907563024,6
subject90818632,Cole-Kripke,0.74800796812749,0.6782496782496783,0.9943396226415094,0.8064269319051263,6
subject90819330,Sadeh,0.5248041775456919,0.328732747804266,0.9597069597069597,0.48971962616822423,6
subject90819330,Cole-Kripke,0.46475195822454307,0.3029953917050691,0.9633699633699634,0.46099912357581074,6
subject90821626,Sadeh,0.8133640552995391,0.7364746945898778,0.9745958429561201,0.8389662027833001,6
subject90821626,Cole-Kripke,0.728110599078341,0.6508422664624809,0.9815242494226328,0.7826887661141805,6
subject90829230,Sadeh,0.6342182890855457,0.5568039950062422,0.9632829373650108,0.7056962025316454,6
subject90829230,Cole-Kripke,0.5555555555555556,0.5061867266591676,0.9719222462203023,0.665680473372781,6
subject90831324,Sadeh,0.9021739130434783,0.8641304347826086,0.9875776397515528,0.9217391304347825,6
subject90831324,Cole-Kripke,0.8514492753623188,0.8010033444816054,0.9917184265010351,0.8862164662349675,6
subject90837734,Sadeh,0.75375,0.696763202725724,0.955607476635514,0.8059113300492611,6
subject90837734,Cole-Kripke,0.68125,0.6312594840667678,0.9719626168224299,0.765409383624655,6
subject90838230,Sadeh,0.7924354243542435,0.6190476190476191,0.975,0.7572815533980581,6
subject90838230,Cole-Kripke,0.731549815498155,0.5529953917050692,1.0,0.712166172106825,6
subject90840425,Sadeh,0.844988344988345,0.7696526508226691,0.9836448598130841,0.8635897435897437,6
subject90840425,Cole-Kripke,0.7482517482517482,0.6651090342679128,0.9976635514018691,0.7981308411214953,6
subject90842528,Sadeh,0.8236914600550964,0.7011308562197092,0.9841269841269841,0.8188679245283019,6
subject90842528,Cole-Kripke,0.7704315886134068,0.6402349486049926,0.9886621315192744,0.7771836007130125,6
subject90849030,Sadeh,0.7645895153313551,0.6797829036635007,0.9960238568588469,0.8080645161290323,6
subject90849030,Cole-Kripke,0.6785361028684471,0.607487922705314,1.0,0.7558226897069873,6
subject90853530,Sadeh,0.8375912408759124,0.7801652892561983,0.9129593810444874,0.841354723707665,6
subject90853530,Cole-Kripke,0.7773722627737226,0.6941678520625889,0.9439071566731141,0.7999999999999999,6
subject90863632,Sadeh,0.734338747099768,0.6683006535947712,0.9402298850574713,0.7812798471824259,6
subject90863632,Cole-Kripke,0.6160092807424594,0.5708446866485014,0.9632183908045977,0.7168520102651839,6
subject90866332,Sadeh,0.670837343599615,0.5769230769230769,0.974025974025974,0.7246376811594202,6
subject90866332,Cole-Kripke,0.5303176130895092,0.4861995753715499,0.9913419913419913,0.6524216524216524,6
subject90866837,Sadeh,0.779874213836478,0.7569230769230769,0.9666011787819253,0.8490077653149266,6
subject90866837,Cole-Kripke,0.6880503144654088,0.6790123456790124,0.9724950884086444,0.7996768982229402,6
subject90872531,Sadeh,0.6471306471306472,0.5709828393135725,0.9631578947368421,0.7169441723800196,6
subject90872531,Cole-Kripke,0.5470085470085471,0.5060402684563758,0.9921052631578947,0.6702222222222223,6
subject90878032,Sadeh,0.7021276595744681,0.6724782067247821,0.994475138121547,0.8023774145616641,6
subject90878032,Cole-Kripke,0.6696528555431132,0.6479713603818615,1.0,0.7863866763215062,6
subject90883129,Sadeh,0.9183197199533255,0.8954372623574145,0.9691358024691358,0.9308300395256917,6
subject90883129,Cole-Kripke,0.8378063010501751,0.7821138211382114,0.9897119341563786,0.8737511353315168,6
subject90885333,Sadeh,0.816350710900474,0.7333333333333333,0.9830917874396136,0.8400412796697626,6
subject90885333,Cole-Kripke,0.745260663507109,0.6612641815235009,0.9855072463768116,0.7914645974781765,6
subject90888134,Sadeh,0.841648590021692,0.7745098039215687,0.983402489626556,0.86654478976234,6
subject90888134,Cole-Kripke,0.8199566160520607,0.7476489028213166,0.9896265560165975,0.8517857142857143,6
subject90894535,Sadeh,0.8174235403151066,0.7036474164133738,0.9956989247311828,0.8245770258236865,6
subject90894535,Cole-Kripke,0.7191844300278035,0.60546875,1.0,0.754257907542579,6
subject90900422,Sadeh,0.7594713656387665,0.5896607431340872,0.9505208333333334,0.7278165503489532,6
subject90900422,Cole-Kripke,0.5806167400881057,0.44588235294117645,0.9869791666666666,0.6142625607779578,6
subject90905932,Sadeh,0.8285714285714286,0.757201646090535,0.9633507853403142,0.847926267281106,7
subject90905932,Cole-Kripke,0.6779220779220779,0.6087662337662337,0.981675392670157,0.7515030060120239,7
subject90912829,Sadeh,0.584984984984985,0.38632162661737524,0.9393258426966292,0.547478716437459,7
subject90912829,Cole-Kripke,0.518918918918919,0.3536184210526316,0.9662921348314607,0.5177603853100542,7
subject90915933,Sadeh,0.9439490445859873,0.9476351351351351,0.9773519163763066,0.9622641509433962,7
subject90915933,Cole-Kripke,0.9286624203821656,0.9204545454545454,0.9878048780487805,0.9529411764705882,7
subject90918229,Sadeh,0.9041501976284585,0.8339622641509434,0.9800443458980045,0.9011213047910297,7
subject90918229,Cole-Kripke,0.8557312252964426,0.7597955706984668,0.9889135254988913,0.859344894026975,7
subject90920222,Sadeh,0.6424090338770388,0.5585023400936038,0.9944444444444445,0.7152847152847154,7
subject90920222,Cole-Kripke,0.6035131744040151,0.5326409495548962,0.9972222222222222,0.6943907156673115,7
subject90922325,Sadeh,0.8771551724137931,0.8091993185689949,0.9958071278825996,0.8928571428571429,7
subject90922325,Cole-Kripke,0.7359913793103449,0.6606648199445984,1.0,0.7956630525437866,7
subject90923225,Sadeh,0.9659781287970839,0.9450980392156862,1.0,0.9717741935483871,7
subject90923225,Cole-Kripke,0.9040097205346294,0.8591800356506238,1.0,0.9242569511025887,7
subject90925328,Sadeh,0.7864945382323734,0.7557544757033248,0.9609756097560975,0.8460987831066571,7
subject90925328,Cole-Kripke,0.7388282025819265,0.7037037037037037,0.9886178861788618,0.8221771467207573,7
subject90937028,Sadeh,0.5438701923076923,0.37597911227154046,0.9113924050632911,0.5323475046210719,7
subject90937028,Cole-Kripke,0.4699519230769231,0.3437978560490046,0.9472573839662447,0.504494382022472,7
subject90937937,Sadeh,0.8353982300884956,0.71,0.9726027397260274,0.8208092485549133,7
subject90937937,Cole-Kripke,0.7238938053097345,0.5855978260869565,0.9840182648401826,0.7342419080068144,7
subject90940527,Sadeh,0.589086859688196,0.5187165775401069,0.9773299748110831,0.6777292576419215,7
subject90940527,Cole-Kripke,0.5467706013363028,0.49363867684478374,0.9773299748110831,0.6559594251901945,7
subject90943328,Sadeh,0.8761904761904762,0.7331932773109243,0.9914772727272727,0.8429951690821256,7
subject90943328,Cole-Kripke,0.7057142857142857,0.5325264750378215,1.0,0.6949654491609082,7
subject90951630,Sadeh,0.4003673094582185,0.3650952858575727,0.9479166666666666,0.5271542360608255,7
subject90951630,Cole-Kripke,0.3608815426997245,0.35365853658536583,0.9817708333333334,0.52,7
subject90964533,Sadeh,0.7253258845437617,0.6295302013422819,0.9610655737704918,0.7607461476074614,7
subject90964533,Cole-Kripke,0.6312849162011173,0.5526315789473685,0.9897540983606558,0.709251101321586,7
subject90974029,Sadeh,0.8178654292343387,0.7606837606837606,0.9632034632034632,0.8500477554918815,7
subject90974029,Cole-Kripke,0.7819025522041764,0.7167721518987342,0.9805194805194806,0.8281535648994517,7
subject90976839,Sadeh,0.6782511210762332,0.6029850746268657,0.9505882352941176,0.7378995433789954,7
subject90976839,Cole-Kripke,0.6154708520179372,0.5548128342245989,0.9764705882352941,0.7075873827791985,7
subject90978033,Sadeh,0.690978886756238,0.546875,0.9922680412371134,0.7051282051282051,7
subject90978033,Cole-Kripke,0.5403071017274472,0.447520184544406,1.0,0.6183266932270917,7
subject90980935,Sadeh,0.7617801047120419,0.5718799368088467,0.9945054945054945,0.7261785356068204,7
subject90980935,Cole-Kripke,0.6954624781849913,0.5105782792665726,0.9945054945054945,0.6747437092264678,7
subject90984939,Sadeh,0.6162162162162163,0.4162812210915819,0.982532751091703,0.584795321637427,7
subject90984939,Cole-Kripke,0.47927927927927927,0.34519303557910674,0.9956331877729258,0.5126475548060708,7
subject90993737,Sadeh,0.848730964467005,0.7815699658703071,0.9561586638830898,0.860093896713615,7
subject90993737,Cole-Kripke,0.76751269035533,0.6811594202898551,0.9812108559498957,0.8041060735671515,7
subject91000616,Sadeh,0.779467680608365,0.6797583081570997,0.9574468085106383,0.7950530035335689,7
subject91000616,Cole-Kripke,0.7357414448669202,0.6315068493150685,0.9808510638297873,0.7683333333333334,7
subject91001617,Sadeh,0.8319482917820868,0.7027914614121511,0.9976689976689976,0.8246628131021195,7
subject91001617,Cole-Kripke,0.7719298245614035,0.6350148367952523,0.9976689976689976,0.7760652765185857,7
subject91007320,Sadeh,0.9166666666666666,0.8118393234672304,0.987146529562982,0.8909512761020881,7
subject91007320,Cole-Kripke,0.8067375886524822,0.6422628951747088,0.9922879177377892,0.7797979797979797,7
subject91008321,Sadeh,0.7902374670184696,0.7327272727272728,0.9710843373493976,0.8352331606217617,7
subject91008321,Cole-Kripke,0.7453825857519789,0.68561872909699,0.9879518072289156,0.8094768015794669,7
subject91105218,Sadeh,0.6091954022988506,0.5283911671924291,0.97953216374269,0.6864754098360656,7
subject91105218,Cole-Kripke,0.5683269476372924,0.5029498525073747,0.9970760233918129,0.6686274509803922,7
subject91165123,Sadeh,0.8416458852867831,0.8058727569331158,0.9840637450199203,0.8860986547085201,7
subject91165123,Cole-Kripke,0.726932668329177,0.6995768688293371,0.9880478087649402,0.819157720891825,7
subject91183628,Sadeh,0.881508078994614,0.7734375,0.9611650485436893,0.8571428571428572,7
subject91183628,Cole-Kripke,0.8159784560143627,0.672787979966611,0.9781553398058253,0.7972304648862513,7
subject91187935,Sadeh,0.7046632124352331,0.6495726495726496,0.9429280397022333,0.7692307692307693,7
subject91187935,Cole-Kripke,0.6463730569948186,0.6003086419753086,0.9652605459057072,0.7402473834443387,7
subject91209627,Sadeh,0.8377281947261663,0.8662551440329218,0.8158914728682171,0.840319361277445,7
subject91209627,Cole-Kripke,0.8144016227180527,0.7655502392344498,0.9302325581395349,0.8398950131233596,7
subject91290021,Sadeh,0.7435435435435436,0.5491071428571429,0.9553398058252427,0.6973777462792347,7
subject91290021,Cole-Kripke,0.6420420420420421,0.46294602012808783,0.9825242718446602,0.6293532338308457,7
subject91309325,Sadeh,0.7132616487455197,0.6183333333333333,0.9712041884816754,0.7556008146639511,7
subject91309325,Cole-Kripke,0.5878136200716846,0.5255172413793103,0.9973821989528796,0.6883468834688347,7
subject91369937,Sadeh,0.8421750663129973,0.8074656188605108,0.9513888888888888,0.8735387885228479,7
subject91369937,Cole-Kripke,0.8209549071618037,0.7755102040816326,0.9675925925925926,0.8609680741503605,7
subject91375126,Sadeh,0.8449612403100775,0.8020477815699659,0.9915611814345991,0.8867924528301887,7
subject91375126,Cole-Kripke,0.8049095607235142,0.7592295345104334,0.9978902953586498,0.8623518687329079,7
subject91379130,Sadeh,0.7745098039215687,0.6195121951219512,0.9525,0.7507389162561576,7
subject91379130,Cole-Kripke,0.6319073083778967,0.49169859514687103,0.9625,0.650887573964497,7
subject91380526,Sadeh,0.6750972762645915,0.5681492109038737,0.9230769230769231,0.7033747779751331,7
subject91380526,Cole-Kripke,0.6439688715953308,0.5412844036697247,0.9627039627039627,0.6929530201342282,7
subject91408022,Sadeh,0.8771769019248395,0.8090452261306532,0.9602385685884692,0.8781818181818182,7
subject91408022,Cole-Kripke,0.7956003666361137,0.7005730659025788,0.9721669980119284,0.8143213988343048,7
subject91410419,Sadeh,0.8115653040877367,0.7420289855072464,0.9789674952198852,0.8441879637262983,7
subject91410419,Cole-Kripke,0.765702891326022,0.693029490616622,0.988527724665392,0.8148148148148149,7
subject91420319,Sadeh,0.7718253968253969,0.7058823529411765,0.9618320610687023,0.81421647819063,7
subject91420319,Cole-Kripke,0.6775793650793651,0.6188769414575866,0.9885496183206107,0.7612049963262307,7
subject91421421,Sadeh,0.8648111332007953,0.7737068965517241,0.9205128205128205,0.8407494145199063,7
subject91421421,Cole-Kripke,0.7455268389662028,0.6101973684210527,0.9512820512820512,0.7434869739478958,7
subject91478736,Sadeh,0.9111644657863145,0.8694029850746269,0.9914893617021276,0.9264413518886679,7
subject91478736,Cole-Kripke,0.8223289315726291,0.7630718954248366,0.9936170212765958,0.8632162661737524,7
subject91508831,Sadeh,0.8066985645933015,0.7222222222222222,0.9762845849802372,0.8302521008403362,7
subject91508831,Cole-Kripke,0.7760765550239235,0.6863013698630137,0.9901185770750988,0.8106796116504855,7
subject91510117,Sadeh,0.7379576107899807,0.6214689265536724,0.990990990990991,0.763888888888889,7
subject91510117,Cole-Kripke,0.6522157996146436,0.5518102372034956,0.9954954954954955,0.7100401606425703,7
subject91518327,Sadeh,0.9055555555555556,0.8577586206896551,0.9544364508393285,0.9035187287173666,7
subject91518327,Cole-Kripke,0.7966666666666666,0.7003424657534246,0.9808153477218226,0.8171828171828172,7
subject91558533,Sadeh,0.7948098974049487,0.532069970845481,0.9505208333333334,0.6822429906542056,7
subject91558533,Cole-Kripke,0.6861798430899215,0.42444444444444446,0.9947916666666666,0.5950155763239876,7
subject91573631,Sadeh,0.6563604240282686,0.4825174825174825,0.9478021978021978,0.6394810009267841,8
subject91573631,Cole-Kripke,0.592756183745583,0.4403444034440344,0.9835164835164835,0.6083262531860663,8
subject91586332,Sadeh,0.9312436804853387,0.9428129829984544,0.9516380655226209,0.9472049689440993,8
subject91586332,Cole-Kripke,0.8938321536905965,0.8722222222222222,0.9797191887675507,0.9228508449669361,8
subject91598739,Sadeh,0.7477064220183486,0.636,0.9958246346555324,0.7762408462164361,8
subject91598739,Cole-Kripke,0.6779816513761467,0.5771084337349398,1.0,0.7318563789152024,8
subject91629330,Sadeh,0.7711313394018205,0.760670731707317,0.9633204633204633,0.8500851788756387,8
subject91629330,Cole-Kripke,0.7217165149544863,0.7128851540616247,0.9826254826254827,0.8262987012987013,8
subject91633729,Sadeh,0.75,0.6681481481481482,0.9038076152304609,0.768313458262351,8
subject91633729,Cole-Kripke,0.6856617647058824,0.6007702182284981,0.9378757515030061,0.732394366197183,8
subject91636025,Sadeh,0.8179775280898877,0.7217391304347827,0.9952038369304557,0.8366935483870968,8
subject91636025,Cole-Kripke,0.7078651685393258,0.6159527326440177,1.0,0.7623400365630713,8
subject91643427,Sadeh,0.808454425363276,0.748,0.9516539440203562,0.8376259798432252,8
subject91643427,Cole-Kripke,0.7199471598414795,0.6547008547008547,0.9745547073791349,0.7832310838445807,8
subject91675230,Sadeh,0.8856041131105399,0.8466019417475729,0.9775784753363229,0.9073881373569199,8
subject91675230,Cole-Kripke,0.7724935732647815,0.7172859450726979,0.9955156950672646,0.8338028169014083,8
subject91697840,Sadeh,0.6744487678339819,0.6614420062695925,0.9234135667396062,0.7707762557077626,8
subject91697840,Cole-Kripke,0.6848249027237354,0.6578171091445427,0.975929978118162,0.7859030837004405,8
subject91705628,Sadeh,0.6840521564694082,0.600828729281768,0.9436008676789588,0.7341772151898734,8
subject91705628,Cole-Kripke,0.6138415245737212,0.5465686274509803,0.9674620390455532,0.6985121378230227,8
subject91725226,Sadeh,0.6084262701363073,0.49040139616055844,0.921311475409836,0.6400911161731206,8
subject91725226,Cole-Kripke,0.5043370508054523,0.43045387994143486,0.9639344262295082,0.5951417004048584,8
subject91800018,Sadeh,0.569060773480663,0.4711673699015471,0.9598853868194842,0.6320754716981132,8
subject91800018,Cole-Kripke,0.44972375690607735,0.40991535671100365,0.9713467048710601,0.5765306122448979,8
subject91810423,Sadeh,0.784503631961259,0.749611197511664,0.9659318637274549,0.8441330998248686,8
subject91810423,Cole-Kripke,0.7179176755447942,0.6883852691218131,0.9739478957915831,0.8066390041493777,8
subject91828836,Sadeh,0.8993212669683258,0.844017094017094,0.9610705596107056,0.8987485779294653,8
subject91828836,Cole-Kripke,0.7997737556561086,0.7017241379310345,0.9902676399026764,0.8213925327951563,8
subject91840123,Sadeh,0.797634691195795,0.7017543859649122,0.997229916897507,0.8237986270022882,8
subject91840123,Cole-Kripke,0.6675427069645203,0.5882352941176471,0.997229916897507,0.7399794450154163,8
subject91845330,Sadeh,0.518005540166205,0.37300613496932516,0.9650793650793651,0.5380530973451327,8
subject91845330,Cole-Kripke,0.40443213296398894,0.324468085106383,0.9682539682539683,0.48605577689243035,8
subject91864028,Sadeh,0.7397119341563786,0.6330409356725146,0.9954022988505747,0.7739052725647901,8
subject91864028,Cole-Kripke,0.6697530864197531,0.5757978723404256,0.9954022988505747,0.7295703454085932,8
subject91866434,Sadeh,0.911452184179457,0.8819444444444444,0.9864077669902913,0.9312557286892759,8
subject91866434,Cole-Kripke,0.846517119244392,0.8021978021978022,0.9922330097087378,0.8871527777777778,8
subject91877133,Sadeh,0.9437314906219151,0.8994515539305301,0.9959514170040485,0.9452449567723342,8
subject91877133,Cole-Kripke,0.8815399802566634,0.8055555555555556,0.9979757085020243,0.8915009041591322,8
subject91878538,Sadeh,0.8261278195488722,0.7811023622047244,0.915129151291513,0.842820730671198,8
subject91878538,Cole-Kripke,0.793233082706767,0.7313218390804598,0.9391143911439115,0.8222940226171245,8
subject91887033,Sadeh,0.6875816993464052,0.6272285251215559,0.9772727272727273,0.7640671273445212,8
subject91887033,Cole-Kripke,0.673202614379085,0.615506329113924,0.9823232323232324,0.7568093385214009,8
subject91892433,Sadeh,0.8007483629560337,0.7151248164464024,0.9624505928853755,0.8205560235888796,8
subject91892433,Cole-Kripke,0.6894293732460243,0.6074074074074074,0.9723320158102767,0.7477203647416414,8
subject91938030,Sadeh,0.6347237880496054,0.5603932584269663,0.973170731707317,0.7112299465240641,8
subject91938030,Cole-Kripke,0.5704622322435174,0.5187096774193548,0.9804878048780488,0.6784810126582279,8
subject91963735,Sadeh,0.7074235807860262,0.5886332882273342,0.9334763948497854,0.7219917012448133,8
subject91963735,Cole-Kripke,0.6026200873362445,0.506145251396648,0.9721030042918455,0.6656869948567229,8
subject91968437,Sadeh,0.7262569832402235,0.6656626506024096,0.9505376344086022,0.7829937998228521,8
subject91968437,Cole-Kripke,0.6625698324022347,0.6105834464043419,0.967741935483871,0.7487520798668884,8
subject91970026,Sadeh,0.7609921082299888,0.6905901116427432,0.9600886917960089,0.8033395176252319,8
subject91970026,Cole-Kripke,0.6865839909808342,0.6223479490806223,0.975609756097561,0.7599309153713297,8
subject92041218,Sadeh,0.8093841642228738,0.7815533980582524,0.8895027624309392,0.8320413436692506,8
subject92041218,Cole-Kripke,0.7966764418377321,0.7362482369534555,0.9613259668508287,0.8338658146964856,8
subject92086530,Sadeh,0.6020220588235294,0.4735547355473555,0.9871794871794872,0.6400665004156276,8
subject92086530,Cole-Kripke,0.5248161764705882,0.4298342541436464,0.9974358974358974,0.6007722007722007,8
subject92150421,Sadeh,0.6624087591240876,0.5779702970297029,0.9415322580645161,0.7162576687116563,8
subject92150421,Cole-Kripke,0.5465328467153284,0.4994944388270981,0.9959677419354839,0.6653198653198653,8
subject92177329,Sadeh,0.7069069069069069,0.4841101694915254,0.9978165938864629,0.6519258202567759,8
subject92177329,Cole-Kripke,0.4816816816816817,0.34670704012112036,1.0,0.5148960089938167,8
subject92191527,Sadeh,0.6996625421822272,0.565068493150685,0.9620991253644315,0.7119741100323626,8
subject92191527,Cole-Kripke,0.6310461192350956,0.511380880121396,0.9825072886297376,0.6726546906187624,8
subject92198837,Sadeh,0.8319226118500604,0.812,0.9002217294900222,0.8538380651945322,8
subject92198837,Cole-Kripke,0.7436517533252721,0.6905901116427432,0.9600886917960089,0.8033395176252319,8
subject92237730,Sadeh,0.6351351351351351,0.5518044237485448,0.9595141700404858,0.7006651884700665,8
subject92237730,Cole-Kripke,0.5378378378378378,0.4903943377148635,0.9817813765182186,0.6540795684423467,8
subject92276733,Sadeh,0.7935548841893253,0.7122093023255814,0.9859154929577465,0.8270042194092826,8
subject92276733,Cole-Kripke,0.7482376636455186,0.6671177266576455,0.9919517102615694,0.7977346278317152,8
subject92323120,Sadeh,0.7575757575757576,0.5697674418604651,0.9423076923076923,0.7101449275362319,8
subject92323120,Cole-Kripke,0.6173160173160173,0.4494818652849741,0.9532967032967034,0.6109154929577465,8
subject92325324,Sadeh,0.8849162011173184,0.816247582205029,0.9813953488372092,0.8912354804646251,8
subject92325324,Cole-Kripke,0.8312849162011173,0.746031746031746,0.9837209302325581,0.8485456369107323,8
subject92330522,Sadeh,0.7880133185349611,0.7424023154848046,0.9752851711026616,0.8430566967953985,8
subject92330522,Cole-Kripke,0.7347391786903441,0.6880733944954128,0.9980988593155894,0.8145849495733126,8
