Combination,Fold,Epoch,Train Loss,Validation Loss,Hidden Dimension,Number of Layers,Initial Learning Rate,Model
3,3,36,0.2536628909409046,0.26146645145490766,1,1,0.7,LSTM
3,3,37,0.2529986295849085,0.2609438356943429,1,1,0.7,LSTM
3,3,38,0.25228456817567346,0.2605625860393047,1,1,0.7,LSTM
3,3,39,0.25168154053390024,0.2602204706519842,1,1,0.7,LSTM
3,3,40,0.25112321637570856,0.25992699759081006,1,1,0.7,LSTM
3,3,41,0.25057072602212427,0.25964756701141595,1,1,0.7,LSTM
3,3,42,0.2501233510673046,0.2594271006062627,1,1,0.7,LSTM
3,3,43,0.24973193220794201,0.2592210166156292,1,1,0.7,LSTM
3,3,44,0.24922007247805594,0.25899176197126506,1,1,0.7,LSTM
3,3,45,0.2489360585808754,0.2587934862822294,1,1,0.7,LSTM
3,3,46,0.24853472113609315,0.25860920287668704,1,1,0.7,LSTM
3,3,47,0.2482276253402233,0.2584526498802006,1,1,0.7,LSTM
3,3,48,0.24791654348373413,0.258308991137892,1,1,0.7,LSTM
3,3,49,0.2476427923887968,0.25818752981722354,1,1,0.7,LSTM
3,4,0,0.678928304836154,0.6788735263049602,1,1,0.7,LSTM
3,4,1,0.5114265345036983,0.41874661259353163,1,1,0.7,LSTM
3,4,2,0.3852044180035591,0.3801507640630007,1,1,0.7,LSTM
3,4,3,0.34147409424185754,0.35488451067358256,1,1,0.7,LSTM
3,4,4,0.3211811173707247,0.34094879813492296,1,1,0.7,LSTM
3,4,5,0.3019441541284323,0.3140466049313545,1,1,0.7,LSTM
3,4,6,0.28351962454617025,0.288299560174346,1,1,0.7,LSTM
3,5,0,0.6962420217692852,0.6977381855249405,1,1,0.7,LSTM
3,5,1,0.5593459375202656,0.4186741702935912,1,1,0.7,LSTM
3,5,2,0.3837669067084789,0.3566035215150226,1,1,0.7,LSTM
3,5,3,0.3484182391315699,0.3332833100787618,1,1,0.7,LSTM
3,6,0,0.9711877658963204,0.9306973388249223,1,1,0.7,LSTM
3,6,1,0.6443180039525032,0.4984346035529267,1,1,0.7,LSTM
3,6,2,0.4361585043370724,0.36883575130592694,1,1,0.7,LSTM
3,6,3,0.35613466873764993,0.3200549847361716,1,1,0.7,LSTM
3,6,4,0.3188525877892971,0.29703847420486534,1,1,0.7,LSTM
3,6,5,0.2975154362618923,0.27961305918341334,1,1,0.7,LSTM
3,6,6,0.28480269536376,0.2637560963630676,1,1,0.7,LSTM
3,6,7,0.2727673273533583,0.24901178309863264,1,1,0.7,LSTM
3,6,8,0.2621672280132771,0.2408662341873754,1,1,0.7,LSTM
3,7,0,0.790418810211122,0.7914373624053869,1,1,0.7,LSTM
3,7,1,0.470405400544405,0.38294289396567777,1,1,0.7,LSTM
3,7,2,0.3583945222198963,0.3518675733357668,1,1,0.7,LSTM
3,7,3,0.3253550011664629,0.3130416013300419,1,1,0.7,LSTM
3,7,4,0.303317167237401,0.29957398044114764,1,1,0.7,LSTM
3,7,5,0.29741288982331754,0.2837067073719068,1,1,0.7,LSTM
3,8,0,0.7361752634868026,0.7381235652349212,1,1,0.7,LSTM
3,8,1,0.5300543569028378,0.42044481160965835,1,1,0.7,LSTM
3,8,2,0.38769969865679743,0.3406868578696793,1,1,0.7,LSTM
3,8,3,0.3414888009428978,0.31950147822499275,1,1,0.7,LSTM
3,8,4,0.3267303641885519,0.3093938763168725,1,1,0.7,LSTM
3,8,5,0.31859261393547056,0.30404985848475585,1,1,0.7,LSTM
3,8,6,0.3128318678587675,0.2995823480358178,1,1,0.7,LSTM
3,8,7,0.3081883620470762,0.29650768197395583,1,1,0.7,LSTM
3,8,8,0.30405678525567054,0.2936279032887383,1,1,0.7,LSTM
3,8,9,0.3005834385752678,0.2924905575981194,1,1,0.7,LSTM
3,8,10,0.29827400892972944,0.28892068404027005,1,1,0.7,LSTM
3,8,11,0.2954421196132898,0.2874140159480951,1,1,0.7,LSTM
3,8,12,0.29315768778324125,0.2844661580060016,1,1,0.7,LSTM
3,8,13,0.2904315676540136,0.2837903406471014,1,1,0.7,LSTM
3,8,14,0.28808815106749536,0.28079622061076487,1,1,0.7,LSTM
3,8,15,0.28571509942412376,0.27981581378050824,1,1,0.7,LSTM
3,8,16,0.2836783893406391,0.27585535420274193,1,1,0.7,LSTM
3,8,17,0.28187509886920453,0.275036733597517,1,1,0.7,LSTM
3,8,18,0.28017931915819644,0.272318902679465,1,1,0.7,LSTM
3,8,19,0.2785226747393608,0.27108457151123067,1,1,0.7,LSTM
3,8,20,0.2769433788955212,0.26938493930819357,1,1,0.7,LSTM
3,8,21,0.27528480626642704,0.26926242805678735,1,1,0.7,LSTM
3,8,22,0.27441738322377207,0.2671528857370669,1,1,0.7,LSTM
3,8,23,0.2731187783181667,0.2656983758576892,1,1,0.7,LSTM
3,8,24,0.2721883963793516,0.2646378114480864,1,1,0.7,LSTM
3,8,25,0.27129372730851176,0.2639934948052872,1,1,0.7,LSTM
3,8,26,0.27033260054886343,0.26344317536462436,1,1,0.7,LSTM
3,8,27,0.26951066181063654,0.2629304714500904,1,1,0.7,LSTM
3,8,28,0.2686913385987282,0.26196139796890994,1,1,0.7,LSTM
3,8,29,0.26773397587239744,0.261716961521994,1,1,0.7,LSTM
3,8,30,0.2672181326895952,0.2606668540869247,1,1,0.7,LSTM
3,8,31,0.2665277633816004,0.26020303478633816,1,1,0.7,LSTM
3,8,32,0.26590051762759687,0.25997808084569196,1,1,0.7,LSTM
3,8,33,0.2653035972267389,0.25946919103576377,1,1,0.7,LSTM
3,8,34,0.26480374597012996,0.2591344286603006,1,1,0.7,LSTM
3,8,35,0.26438641622662545,0.2588400983844291,1,1,0.7,LSTM
3,8,36,0.263993664085865,0.2585549219088121,1,1,0.7,LSTM
3,8,37,0.2636073037981987,0.25838486257601867,1,1,0.7,LSTM
3,8,38,0.26332043707370756,0.2580642769621177,1,1,0.7,LSTM
3,8,39,0.2629940647631884,0.257872877727178,1,1,0.7,LSTM
3,8,40,0.26271408312022687,0.25765585501424293,1,1,0.7,LSTM
3,8,41,0.26246935352683065,0.2575209764763713,1,1,0.7,LSTM
3,8,42,0.2622698895633221,0.2573157289827412,1,1,0.7,LSTM
3,8,43,0.2620572056621313,0.2571530984714627,1,1,0.7,LSTM
3,8,44,0.2618924655020237,0.25703413327309216,1,1,0.7,LSTM
3,8,45,0.2617175094783306,0.256908530369401,1,1,0.7,LSTM
3,8,46,0.2615613125264645,0.2567940956320275,1,1,0.7,LSTM
3,9,0,0.8254850620403886,0.7994649667631496,1,1,0.7,LSTM
3,9,1,0.5380868025124073,0.38016495379534637,1,1,0.7,LSTM
3,9,2,0.34981418736279013,0.3012488740073009,1,1,0.7,LSTM
3,9,3,0.28657283186912536,0.2579286029901017,1,1,0.7,LSTM
3,9,4,0.2623528126627207,0.24301877143708142,1,1,0.7,LSTM
4,0,0,0.7118643201887608,0.7109412580728531,2,1,0.7,MLP
4,0,1,0.4917635641992092,0.4051470817998052,2,1,0.7,MLP
4,0,2,0.47731359824538233,0.3915071777999401,2,1,0.7,MLP
4,0,3,0.47450908422470095,0.38742017596960066,2,1,0.7,MLP
4,0,4,0.47096761167049406,0.3842968840152025,2,1,0.7,MLP
4,0,5,0.46945956721901894,0.38357005193829535,2,1,0.7,MLP
4,0,6,0.46844489499926567,0.3784448789432645,2,1,0.7,MLP
4,1,0,0.756703569740057,0.769473274052143,2,1,0.7,MLP
4,1,1,0.5133345723152161,0.3690380498766899,2,1,0.7,MLP
4,1,2,0.48624749183654786,0.35660824868828056,2,1,0.7,MLP
4,1,3,0.48093593269586565,0.35618566032499077,2,1,0.7,MLP
4,2,0,0.7369794759899377,0.7296783663332462,2,1,0.7,MLP
4,2,1,0.5132270097732544,0.3664142908528447,2,1,0.7,MLP
4,3,0,0.6944614754989743,0.6902114074677229,2,1,0.7,MLP
4,3,1,0.5095301009714603,0.3854964444413781,2,1,0.7,MLP
4,3,2,0.4793166361749172,0.377819830738008,2,1,0.7,MLP
4,3,3,0.4757240667939186,0.37027686592191456,2,1,0.7,MLP
4,3,4,0.47421361654996874,0.36885136272758245,2,1,0.7,MLP
4,3,5,0.473568831384182,0.36548793856054546,2,1,0.7,MLP
4,3,6,0.47107662409543993,0.36359510086476804,2,1,0.7,MLP
4,4,0,0.684769487939775,0.6892630502581596,2,1,0.7,MLP
4,4,1,0.5265725240111351,0.35812961738556626,2,1,0.7,MLP
4,4,2,0.49675395488739016,0.35233445148915055,2,1,0.7,MLP
4,5,0,0.7940019220113754,0.8132708810947158,2,1,0.7,MLP
4,5,1,0.5429352842271328,0.391970703039657,2,1,0.7,MLP
4,5,2,0.5102724954485893,0.3815633383664218,2,1,0.7,MLP
4,6,0,0.7136739365756511,0.6996257596395232,2,1,0.7,MLP
4,6,1,0.5203691340982914,0.4350475018674677,2,1,0.7,MLP
4,6,2,0.501476252824068,0.4050778727978468,2,1,0.7,MLP
4,7,0,0.7817886494100094,0.7922207882458513,2,1,0.7,MLP
4,7,1,0.5396222911775113,0.44641827199269424,2,1,0.7,MLP
4,7,2,0.505672650784254,0.4458492902869528,2,1,0.7,MLP
4,7,3,0.5023250065743923,0.42370947382666846,2,1,0.7,MLP
4,7,4,0.49876037538051604,0.4139597891745242,2,1,0.7,MLP
4,8,0,0.6542640695348382,0.6566948606209322,2,1,0.7,MLP
4,8,1,0.531368613243103,0.40950331650674343,2,1,0.7,MLP
4,8,2,0.5005607567727566,0.4047626471993598,2,1,0.7,MLP
4,8,3,0.5020234316587449,0.3978152341124686,2,1,0.7,MLP
4,8,4,0.49863779321312907,0.3809045632793145,2,1,0.7,MLP
4,9,0,0.706594573520124,0.708920343355699,2,1,0.7,MLP
4,9,1,0.5349091492593289,0.41652792759917,2,1,0.7,MLP
4,9,2,0.5035876832902432,0.41596632467752154,2,1,0.7,MLP
5,0,0,0.6884230135008693,0.6948117777705193,2,1,0.7,RNN
5,0,1,0.3943068660795689,0.35265509858727456,2,1,0.7,RNN
5,0,2,0.3354566037654877,0.34688057024031876,2,1,0.7,RNN
5,0,3,0.32791680507361887,0.3361116139218211,2,1,0.7,RNN
5,0,4,0.3226979676634073,0.32921978887170555,2,1,0.7,RNN
5,0,5,0.3174118738621473,0.3188817422837019,2,1,0.7,RNN
5,0,6,0.3103543918579817,0.3007422165945172,2,1,0.7,RNN
5,0,7,0.2989425465464592,0.297965276427567,2,1,0.7,RNN
5,0,8,0.29850827120244505,0.28774444460868837,2,1,0.7,RNN
5,1,0,0.6814895736053586,0.6885502800345421,2,1,0.7,RNN
5,1,1,0.3972428895533085,0.32142536602914334,2,1,0.7,RNN
5,1,2,0.32815717458724974,0.31520944125950334,2,1,0.7,RNN
5,1,3,0.3211297642439604,0.31064635785296557,2,1,0.7,RNN
5,1,4,0.31719284914433954,0.306899808626622,2,1,0.7,RNN
5,1,5,0.3128025695681572,0.30242178291082383,2,1,0.7,RNN
5,1,6,0.3074121862649918,0.29736525621265175,2,1,0.7,RNN
5,1,7,0.301737429946661,0.29221171196550133,2,1,0.7,RNN
5,1,8,0.2977639403194189,0.28494480745866896,2,1,0.7,RNN
5,1,9,0.2925975635647774,0.2800678325816989,2,1,0.7,RNN
5,1,10,0.29026130214333534,0.27582724280655385,2,1,0.7,RNN
5,1,11,0.28754733242094516,0.2737098845653236,2,1,0.7,RNN
5,1,12,0.28148828260600567,0.2692779411561787,2,1,0.7,RNN
5,2,0,0.837638258188963,0.8466189347207547,2,1,0.7,RNN
5,2,1,0.39287359938025473,0.32104876432567836,2,1,0.7,RNN
5,2,2,0.33183328099548814,0.3175847684964538,2,1,0.7,RNN
5,2,3,0.324609449878335,0.29639788130298256,2,1,0.7,RNN
5,3,0,0.5948967172764241,0.6110708117485046,2,1,0.7,RNN
5,3,1,0.3456097453832626,0.3149265704676509,2,1,0.7,RNN
5,3,2,0.3080776009708643,0.29948530038818716,2,1,0.7,RNN
5,3,3,0.2954810604453087,0.29878398058936,2,1,0.7,RNN
5,3,4,0.2902561116963625,0.2882473331876099,2,1,0.7,RNN
5,4,0,1.0673434030264617,1.0755592696368694,2,1,0.7,RNN
5,4,1,0.4049877695739269,0.33371307160705327,2,1,0.7,RNN
5,4,2,0.33326787799596785,0.3247613270767033,2,1,0.7,RNN
5,4,3,0.32514736987650394,0.3138983640819788,2,1,0.7,RNN
5,5,0,0.7886453894898295,0.7961835583502596,2,1,0.7,RNN
5,5,1,0.3913888830691576,0.27902620599012484,2,1,0.7,RNN
5,5,2,0.331184084713459,0.26839393411170354,2,1,0.7,RNN
5,6,0,0.6946387097239495,0.6973318721760403,2,1,0.7,RNN
5,6,1,0.38941408768296243,0.3054703257300637,2,1,0.7,RNN
5,6,2,0.3254693567752838,0.28697830955074594,2,1,0.7,RNN
5,6,3,0.3170179475098848,0.28652462049980054,2,1,0.7,RNN
5,6,4,0.3127038050442934,0.2840836894783107,2,1,0.7,RNN
5,6,5,0.3033646546304226,0.26796545376154507,2,1,0.7,RNN
